case_id,baseline_case_id,source_case_id,source_case_ids,analysis_variant,case_domain,ideological_universe,k,gap_count,case_order,registry_order,focal_order,election_year,case_label,case_display,cabinet_period,source_periods,period_start,period_end,period_days,ideology_start_index,ideology_end_index,start_party,end_party,minimal_inversion,minimal_status,observed_coalition,synthetic_ideological_interval,main_text_focal,appendix_minimal,shared_numerical_vector,numerical_vector_group,coalition_parties,electoral_unit,v_Cd,V_d,district_coalition_vote_share,s_Cd,S_d,district_coalition_seat_share,within_district_quota,national_quota_contribution,a_Cd,b_Cd,d_Cd,within_district_quota_exact,national_quota_contribution_exact,a_Cd_exact,b_Cd_exact,d_Cd_exact
cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,focal,cabinet,not_applicable,,,1,1,1,2014,Cabinet 2014/2016.2,Cabinet 2014/2016.2,2016.2,"[""2016.2""]",2016-04-14,2016-04-15,2,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2016.2,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",RO,550050,798475,0.6888756692444973,6,8,0.75,5.511005353955978,2.8984091619655556,0.48899464604402143,2.612596191990423,3.1015908380344444,9264//1681,7425675//2561983,822//1681,11251650837//4306693423,7946223//2561983
cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,focal,cabinet,not_applicable,,,1,1,1,2014,Cabinet 2014/2016.2,Cabinet 2014/2016.2,2016.2,"[""2016.2""]",2016-04-14,2016-04-15,2,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2016.2,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",RR,73580,238099,0.30903111730834654,3,8,0.375,2.4722489384667723,0.38771920032256263,0.5277510615332278,2.0845297381442096,2.6122807996774373,588640//238099,993330//2561983,125657//238099,1271574793450//610005590317,6692619//2561983
cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,focal,cabinet,not_applicable,,,1,1,1,2014,Cabinet 2014/2016.2,Cabinet 2014/2016.2,2016.2,"[""2016.2""]",2016-04-14,2016-04-15,2,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2016.2,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",RS,3758463,5942063,0.6325182011701996,20,31,0.6451612903225806,19.60806423627619,19.804678836666753,0.39193576372381106,-0.19661460039056491,0.19532116333324617,116512353//5942063,101478501//5123966,2328907//5942063,-5986310735565//30446928781858,1000819//5123966
cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,focal,cabinet,not_applicable,,,1,1,1,2014,Cabinet 2014/2016.2,Cabinet 2014/2016.2,2016.2,"[""2016.2""]",2016-04-14,2016-04-15,2,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2016.2,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",SC,2153228,3391619,0.6348673008377415,11,16,0.6875,10.157876813403863,11.346124466868048,0.8421231865961359,-1.188247653464183,-0.34612446686804715,447424//44047,29068578//2561983,37093//44047,-134090973374//112847665201,-886765//2561983
cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,focal,cabinet,not_applicable,,,1,1,1,2014,Cabinet 2014/2016.2,Cabinet 2014/2016.2,2016.2,"[""2016.2""]",2016-04-14,2016-04-15,2,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2016.2,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",SE,552311,1052826,0.5245985566465874,4,8,0.5,4.196788453172699,2.9103231754465195,-0.196788453172699,1.2864652777261796,1.0896768245534807,2209244//526413,14912397//5123966,-103592//526413,3470011499743//2697322313958,5583467//5123966
cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,focal,cabinet,not_applicable,,,1,1,1,2014,Cabinet 2014/2016.2,Cabinet 2014/2016.2,2016.2,"[""2016.2""]",2016-04-14,2016-04-15,2,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2016.2,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",SP,7751893,21266194,0.3645171768864706,26,70,0.37142857142857144,25.516202382052942,40.8474823993758,0.48379761794705717,-15.331280017322854,-14.847482399375796,271316255//10633097,209301111//5123966,5144267//10633097,-835303749603437//54483627502702,-76077995//5123966
cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,cabinet/2014/2016.2,focal,cabinet,not_applicable,,,1,1,1,2014,Cabinet 2014/2016.2,Cabinet 2014/2016.2,2016.2,"[""2016.2""]",2016-04-14,2016-04-15,2,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2016.2,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",TO,355673,733225,0.4850802959528112,4,8,0.5,3.8806423676224897,1.8741675881533952,0.11935763237751032,2.0064747794690945,2.1258324118466048,2845384//733225,9603171//5123966,87516//733225,7538365816469//3757019970350,10892693//5123966
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",AC,186885,399201,0.4681476248806992,4,8,0.5,3.7451809990455938,0.9847635601016869,0.2548190009544064,2.760417438943907,3.015236439898313,498360//133067,5045895//5123966,33908//133067,1882137585795//681830783722,15449969//5123966
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",AL,572320,1384584,0.4133515915249635,3,9,0.3333333333333333,3.720164323724671,3.0157577158006124,-0.7201643237246711,0.7044066079240588,-0.01575771580061226,214620//57691,7726320//2561983,-41547//57691,104113664340//147803361253,-40371//2561983
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",AM,1160947,1658407,0.7000374455727695,7,8,0.875,5.600299564582156,6.117442816755615,1.3997004354178437,-0.5171432521734585,0.8825571832443853,9287576//1658407,31345569//5123966,2321273//1658407,-4394487402167//8497621082162,4522193//5123966
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",AP,131328,386084,0.3401539561338983,2,8,0.25,2.7212316490711865,0.692013959499341,-0.7212316490711865,2.0292176895718455,1.3079860405006591,262656//96521,1772928//2561983,-69614//96521,501795423360//247285161143,3351038//2561983
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",BA,2995008,6646541,0.45061152861315384,17,39,0.4358974358974359,17.573849615912998,15.781762798582191,-0.573849615912999,1.7920868173308069,1.218237201417808,116805312//6646541,40432608//2561983,-3814115//6646541,30516236844768//17028325050803,3121103//2561983
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",CE,1532236,4367020,0.35086534982665524,6,22,0.2727272727272727,7.719037696186415,8.073896665200355,-1.7190376961864156,-0.3548589690139391,-2.0738966652003548,8427298//1091755,20685186//2561983,-1876768//1091755,-992561029496//2797057750165,-5313288//2561983
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",DF,717910,1454063,0.49372688803717585,4,8,0.5,3.949815104297407,3.782923227827819,0.05018489570259335,0.16689187646958734,0.2170767721721807,5743280//1454063,9691785//2561983,72972//1454063,621719751785//3725284686929,556147//2561983
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",ES,997439,1794470,0.5558404431391999,5,10,0.5,5.558404431391999,5.255860987367988,-0.5584044313919988,0.30254344402401073,-0.255860987367988,997439//179447,26930853//5123966,-100204//179447,278182744783//919480326802,-1311023//5123966
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",GO,1931006,3032760,0.6367157308853981,12,17,0.7058823529411765,10.824167425051767,10.17515768059351,1.175832574948232,0.649009744458259,1.8248423194064909,16413551//1516380,26068581//2561983,1783009//1516380,2521363774853//3884939781540,4675215//2561983
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",MA,1279021,3130492,0.4085686850501455,8,18,0.4444444444444444,7.354236330902618,6.7396167343811415,0.6457636690973815,0.614619596521477,1.2603832656188585,11511189//1565246,34533567//5123966,1010779//1565246,1232353360773//2005066821409,6458161//5123966
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",MG,5096393,10118666,0.5036625381250849,27,53,0.5094339622641509,26.694114520629498,26.85470805231729,0.305885479370502,-0.16059353168778903,0.14529194768271297,270108829//10118666,137602611//5123966,3095153//10118666,-2081601335278//12961925137339,744471//5123966
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",MS,687019,1276893,0.5380396008122842,5,8,0.625,4.3043168064982735,3.620147557575519,0.6956831935017265,0.6841692489227549,1.3798524424244814,5496152//1276893,18549513//5123966,888313//1276893,4476352675723//6542756317638,7070317//5123966
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",MT,811098,1454612,0.5576043646003196,5,8,0.625,4.460834916802557,4.2739639568256305,0.5391650831974437,0.18687095997692552,0.7260360431743692,1622196//363653,10949823//2561983,196069//363653,174102591249//931672803899,1860092//2561983
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",PA,1869777,3756049,0.4978042086245414,9,17,0.5294117647058824,8.462671546617203,9.852520293850505,0.5373284533827967,-1.3898487472333023,-0.8525202938505057,31786209//3756049,50483979//5123966,2018232//3756049,-26748844654077//19245867370334,-4368285//5123966
cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,cabinet/2014/2017.1,focal,cabinet,not_applicable,,,2,2,2,2014,Cabinet 2014/2017.1,Cabinet 2014/2017.1,2017.1,"[""2017.1""]",2017-12-28,2018-04-06,100,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2017.1,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",PB,1170501,1936819,0.6043419648402871,7,12,0.5833333333333334,7.252103578083445,6.167786242141341,-0.2521035780834451,1.0843173359421037,0.8322137578586587,14046012//1936819,31603527//5123966,-488279//1936819,10760976362979//9924194704154,4264235//5123966
