path,artifact_type,description,rows,columns,bytes,sha256
figure_data/party_representation_profile.csv,figure_data,Full-precision party representation-ratio profile used by the manuscript figure.,99,11,14006,aff1485b22d6c8a652d2e2398c8184fe7f1936c3831643cc12c6efa4a1f2ad77
figure_data/party_vote_share_vs_seat_share.csv,figure_data,Party vote share versus seat share figure input.,99,10,12124,da7e3b1fd175abdaf7a821fabbda79b0cfda207ec14073a4d7d6f38683ea3130
latex/report/party_size_diagnostics.tex,latex,Central analysis report section; never synchronized into the manuscript.,99,0,6259,146139ecf552cc89d939101646755994a868c0baf2b5d870cc7882e94ba50fe6
latex/table_01_party_differential_tabular.tex,latex,CSV-driven tabular for manuscript Table 1.,15,6,785,d0b5b34e675b6ae1157629e974718fad803e46cf59fe24a8cd97132164ffb263
latex/table_02_cabinet_inversion_tabular.tex,latex,Generated from the shared distinct cabinet party-set registry.,2,9,533,1398a3b776acbf53c5cea9ccd014b22b5100ac09a167ca1f57cad7740fa62a87
latex/table_03_ideology_exact_connected_summary.tex,latex,Main-text exact-connected minimal winning parliamentary coalitions.,3,6,948,ce3cd8227bf671797c07c9241af541b4c103506ef3cbe6750b482bbbe8b0d107
latex/table_03_ideology_k_gap_summary.tex,latex,Appendix exact-connected versus one-gap robustness comparison.,6,5,1252,898e22b03a9d814a30fd6fa32f5be5b2a7217e9f3f61f6c667db833dfe8c99b7
latex/table_04_minimal_connected_inversion_tabular.tex,latex,CSV-driven tabularx for manuscript Table 4.,7,10,1215,eba5c52e512de2321f813a8a511c460273cbfa8d1b22a7dac746f64f0a4282e8
latex/table_accounting_focal_cases.tex,latex,Generated compact sign-and-magnitude table for selected focal accounting vectors.,6,68,1518,fc5ca04b864d8ae4a5d235e42a14f6166ac358b48e3a676c721cbdc7f67d5e60
latex/table_accounting_gross_components.tex,latex,Generated gross-component concentration appendix table.,24,29,3873,cd6548e7456d7b732b145eafd24872ad1af89c9fe509a2eb207f2745e07f4f71
latex/table_accounting_minimal_ideological.tex,latex,Generated portrait tabular for all endpoint-minimal ideological decompositions.,7,68,626,d4a61439843ac7d4a507dcc973433c1161b896bba483108449ab721c8b736663
latex/table_accounting_minimal_ideological_all_parties.tex,latex,All-party sensitivity: exact-connected minimal inversion decomposition.,6,68,562,db93b4d5eaa99361ec736b3b9f73bd856da8f33773868c98a24bbe4046a5dcb5
latex/table_accounting_selected_party_geography.tex,latex,Generated selected-party geography appendix table.,17,28,2540,f16639a57edb9a9057df449e5106a89a6f1c67c03410b34142fd53190a28ce5e
latex/table_appendix_cabinet_composition.tex,latex,Generated from the shared distinct cabinet party-set registry.,35,7,3952,fc9a653710651a217d496c6d1c32c88fdd731c0ecf50dfe4ffbbda67977adfb4
latex/table_appendix_cabinet_interval_bridge.tex,latex,Landscape longtable comparing observed cabinet coalitions with connected ideological intervals.,35,11,9755,e78e7156c5191a3744840d9986fe2d770778740b77caf3b606b5d132abd4d789
latex/table_appendix_ideological_universe_comparison.tex,latex,Compact primary/all-party sensitivity table.,12,8,1684,4f0d57db5707e57416bcc9d9ff3cfde7e9bda4b6092ae28f46301be7be3853d3
latex/table_appendix_ideology_order.tex,latex,CSV-driven longtable for the full ideology-order appendix.,81,7,4704,acf28ec89329d1506945f6ab8ab290f685bfd6bfa9d3b72efa49a163026ea369
latex/table_appendix_minimal_connected_winning_intervals.tex,latex,Landscape longtable for endpoint-minimal connected winning ideological intervals.,20,10,3665,d1b9daed377b837838c21f997c6d345b42a1c105283632ef33bbdcd3faed8abe
latex/table_appendix_party_representation.tex,latex,Complete party-level representation diagnostics for all elections.,99,8,7513,6bf0e911ada201d93427c4a94eb52fb0f3981d90d141ae6f7c2d5e933f520911
latex/table_cabinet_district_concentration.tex,latex,Generated cabinet within-district concentration tabular.,2,14,591,cdcfd5a399c1487269188056544971d304db3a0868228b84d60cdd43f47c3832
latex/table_coalition_party_component_extremes.tex,latex,Generated appendix table of largest member-party within- and between-district contributions.,9,34,3565,34858124adf5b2ac75c4cfbf42e05fe5ce784f8d886680821366067289a90b65
latex/table_coalition_party_contributions.tex,latex,Generated appendix table of focal coalition-party contribution diagnostics.,9,55,2389,13d436d0783d60d7d8d61f6dcf60af7f1c8918b875ea5e91c2f26efa1f7cb5db
latex/table_inversion_party_contribution_extremes.tex,latex,Compact manuscript table of party contribution extremes.,2,6,235,dab1bc984cce1e2e8a78ac88feae9a70734402fa2f91a92e3b623cc639986a72
latex/table_observed_inversion_decomposition.tex,latex,Portrait manuscript tabularx for all observed cabinet inversions and their accounting components.,2,9,532,ba1046668f77b0424cff6ae11f7aaca974bff42128f8748562eb7ce162eca6ca
raw/accounting_all_inversion_decomposition.csv,raw,Exact-audited accounting totals for all registered inversion cases.,14,68,26863,818907d18d1684ddc2e709714834de2b449a2c153508bf0dfb5c90ccc6c560f9
raw/accounting_focal_case_decomposition.csv,raw,Selected focal cabinet and ideological accounting vectors.,6,68,12016,c6aaf543a6d5cc831805d924dd70ccdab43350aaa83ae2dfecd6378e7c75e58f
raw/accounting_focal_party_contributions.csv,raw,Complete member-party vectors for the selected focal cases.,60,51,73293,88da0d41fdbfd84d534992f8e5468d53193676faf7ba5df645a0e0d7d43befc8
raw/accounting_focal_party_state_contributions.csv,raw,Complete member-party-by-state cells for the selected focal cases.,1620,54,1129874,b00e141963fce60f5817b2988f7bad4c93c24b5a0ae0408ceca8f8b8302e6c4f
raw/accounting_focal_state_contributions.csv,raw,Complete 27-state vectors for the selected focal cases.,162,50,100825,3f1a5580bf3276242a928ae766bec5a31204be19006baeaccc31006ed4bb4974
raw/accounting_gross_component_concentration.csv,raw,"Gross positive, negative, cancellation, and concentration diagnostics.",36,29,37754,aa2af9d7d983556b23bfdbb47821bc20adc4da6ca1b0574dad72bcc0680e19c7
raw/accounting_minimal_ideological_decomposition.csv,raw,All primary minimal connected ideological inversion decompositions.,7,68,13906,ffca4ebf847f47a4902423a2c30fdbd3b4476dce3effefc4e17b32ef20c33a31
raw/accounting_selected_party_geography.csv,raw,Selected party differentials and state-level accounting geography.,17,28,21607,c1d40ee863e7cb3dfdbc84e61b242928dd72aac411d4eb431b20e4a43770aa70
raw/cabinet_calendar_status.csv,raw,"Complete historical calendar, including unidentified sets, pinned release IDs and half-open dates.",53,22,14787,a83954d7783d5b8a12d9bae0669c50f51ef09698304a47854a3d0bdcfa08c050
raw/cabinet_coalition_focal_cases.csv,raw,"All observed cabinet inversions, with Julia-generated display values.",2,55,2470,fb286286c5a64f92e1a597580cae8b22517766cd6ff28ac3f0a9d9e0358acef6
raw/cabinet_coalition_metrics.csv,raw,Full-precision observed cabinet-period coalition accounting metrics for all elections.,53,26,19769,f4352abfac4abd14b17969eb175505da8bd7feafd3372b6fa494fc2f2c7583d3
raw/cabinet_party_set_accounting.csv,raw,Party-size diagnostic: cabinet_sets; descriptive accounting only.,35,81,119034,3df76c16ff77a6d9e3f43b941d9959402c274fec3483b361d3fb56b89ad0aa52
raw/cabinet_party_set_district_contributions.csv,raw,One cabinet-set/member or cabinet-set/district vector; occurrence linkage is separate.,945,19,292554,fd3283c5b4bf5d104697f2ce989c0a07640496c37f0c89e2618bcb54b3043c00
raw/cabinet_party_set_party_contributions.csv,raw,One cabinet-set/member or cabinet-set/district vector; occurrence linkage is separate.,236,24,242488,843120257628b4cee92a4b7fd448ce1cfbca1a4bbc84b831a320c4ea0b74a5be
raw/cabinet_party_set_period_linkage.csv,raw,Party-size diagnostic: period_linkage; descriptive accounting only.,53,16,43569,d37a670563a7abf2625574f481ff969add6eb6f9ef0aec80053f69277742d81b
raw/cabinet_party_sets.csv,raw,"Shared distinct-set registry view; period is a legacy display-label alias and dates are extrema, not a continuous interval.",35,49,29534,8c0f6ef029e48f6de8960d8a519726daafd22636b1b0ef1af1bc31c144ced5b0
raw/cabinet_unidentified_intervals.csv,raw,Explicit unavailable full cabinet compositions; no confirmed core is substituted for a complete set.,0,22,327,940e259ea080eb19b40ecc1dcf1790623587158c0607c9a608abd4481337c320
raw/coalition_party_contribution_named_aggregates.csv,raw,Named exact party aggregation used for the PP-PL substantive diagnostic.,1,12,427,575d9cb360175f1ba7b62c9c32731a3b428c1f1bb90ad4d86ccb1266f1d22a19
raw/coalition_party_contribution_summary.csv,raw,"Case-level gross, net, concentration, and top-two party contribution diagnostics.",14,53,11541,bb97bb9b664b9c342e3987de8b06632bd1e70f3978a97887fca7a7871622292f
raw/coalition_party_contributions.csv,raw,Canonical complete case-party contribution vectors for all cabinet and ideological inversions.,162,50,294249,99097834a0479b27c03c636155097b82469a94263fc073a85fcc43c118ca8a4c
raw/coalition_period_quantities.csv,raw,Release-derived coalition quantities for every observed cabinet period.,53,25,16379,9723a30cb55371fe061bf087fff7f0487ec228d5dfd8cd8dc1bf1a1b1d28c5aa
raw/district_accounting_all_years.csv,raw,Existing district accounting weights and closure.,81,16,16171,0c3e9df74ddd6e2006a8e37cd0fca51b1361dd06e36e0990fcb4f5cb6dc6d2c1
raw/ideological_interval_inversions_only.csv,raw,Contiguous ideological interval coalition inversions only.,12,39,6055,5cfde968725968a55e93ae41f6829e97b518df285213e89f1c666c2e8b611f79
raw/ideological_interval_inversions_only_all_parties.csv,raw,All-party robustness exact-connected results.,14,39,7059,270860ea8fa36c4c49d8d41256d7bdc33d6eb2fef92d59401a07025eb540262e
raw/ideological_interval_metrics.csv,raw,Full-precision metrics and classifications for all contiguous ideological intervals.,1147,39,487232,9c80403f78e8dcb538bbf3ac16c0114fb0376a9a0a2b9ff81fab16ab68a168ba
raw/ideological_interval_metrics_all_parties.csv,raw,All-party robustness exact-connected results.,1686,39,744777,5031d08bd8cb47496ed43001b712aad0792345aea93d8f4d8e9df52afdba7dfa
raw/ideological_intervals_2014.csv,raw,All contiguous ideological intervals for 2014.,406,39,171522,82244af08d37b7586e58a21f77fe4fa7d8dd3d86a3b84c42261bf23550aa4e40
raw/ideological_intervals_2018.csv,raw,All contiguous ideological intervals for 2018.,465,39,198991,d719c3a07d3e39959bdada8c2f1c9b75c48b0fa775a169716ace6cee56036241
raw/ideological_intervals_2022.csv,raw,All contiguous ideological intervals for 2022.,276,39,117947,d55b6caab7271334e3b20ce2b44ed4d5ddba69074ea57a840b6704faec83c549
raw/ideology_k_gap_accounting_both_universes.csv,raw,Exact-audited ideological accounting with explicit party universe and all-valid-vote denominator.,31238,46,37750547,2f217cf39c6efdfbc97498ba45116cd93f1d5f2cc35407f1a5d20c88496ec2fe
raw/ideology_k_gap_coalitions.csv,raw,seat_winning k=0/1 ideological domain; all valid votes in V; freshly recomputed minimality.,11401,34,4578019,3cf8746e7fab9de26f35e1b0325138af081ad40ad65c21775dd2987186a21ab7
raw/ideology_k_gap_coalitions_all_parties.csv,raw,all_parties k=0/1 ideological domain; all valid votes in V; freshly recomputed minimality.,19837,34,8503819,9ddf6847f919a05cba75fa99c8307e4b4f89d920a64dfb14540c02ac12a89a68
raw/ideology_k_gap_coalitions_both_universes.csv,raw,Complete k=0/1 enumeration in both explicitly labeled ideological universes.,31238,34,13081377,0393672dbfd2e2eaa2edadf510d56fe9cc340a6f7a6d4993ea0b91f1d0ac0271
raw/ideology_k_gap_inversions.csv,raw,seat_winning k=0/1 ideological domain; all valid votes in V; freshly recomputed minimality.,167,34,70607,05cd82d9829f5042c5671a9a36859f35c7d7ffe127801e2760030c001c1ed6c9
raw/ideology_k_gap_inversions_all_parties.csv,raw,all_parties k=0/1 ideological domain; all valid votes in V; freshly recomputed minimality.,165,34,70403,a9971ec83283c0f9dac3412fb19dd5205b0d58af631b4c03972db646449c31de
raw/ideology_k_gap_minimal_accounting_both_universes.csv,raw,Exact-audited ideological accounting with explicit party universe and all-valid-vote denominator.,533,46,646113,47f0b5055dac1b54451b329d429edd00b01264348b0153b284f88f42e8e591b0
raw/ideology_k_gap_minimal_majorities.csv,raw,seat_winning k=0/1 ideological domain; all valid votes in V; freshly recomputed minimality.,254,34,105440,c318a17e10b7f0413e9ee562b646b00f53c5a52d916368ee0883dcca16ae49bd
raw/ideology_k_gap_minimal_majorities_all_parties.csv,raw,all_parties k=0/1 ideological domain; all valid votes in V; freshly recomputed minimality.,279,34,120229,778a2f0ebd19379d23cea148af4a217dcb3a4d8aaad5f31b20f3b22b2866beb6
raw/ideology_k_gap_party_contributions_both_universes.csv.gz,raw,Complete exact member-party vectors for both ideological universes (deterministic gzip CSV).,475290,25,16059141,ca1416af9334770e92d5f5b35638a4ccf8438de64a8c6eec7cb57d1f13e7cb70
raw/ideology_order_2014.csv,raw,Ideology order used for 2014 election analysis.,28,9,1662,a1fbd19c8ec4b29481281dd9722fc8d9b6dc121e61c2d029a1d94fecfee61fb0
raw/ideology_order_2014_all_parties.csv,raw,All-party robustness ideological order; original estimates and rank preserved.,32,9,1856,7e3b816f5ec03b8025175ad75de067155b1f4f3daa4b7873ae156f0c95e09025
raw/ideology_order_2018.csv,raw,Ideology order used for 2018 election analysis.,30,9,1764,e880635ab1e315e4fa7a58db753ccee39be2d8cdce582df58591818a48550fb1
raw/ideology_order_2018_all_parties.csv,raw,All-party robustness ideological order; original estimates and rank preserved.,35,9,2013,f1f061cb03ea001a91582b1bcc1331ba3cad04253ad48fa13453a228eadce43d
raw/ideology_order_2022.csv,raw,Ideology order used for 2022 election analysis.,23,9,1501,4f4f79df77e4d65458605bab93cd2cb45a5728837e91eaa29748a1f997b66a94
raw/ideology_order_2022_all_parties.csv,raw,All-party robustness ideological order; original estimates and rank preserved.,32,9,1959,8137373f30852b1b4983b12d03bb01c7880006dc0058770d832697c3ae233f80
raw/ideology_order_all_years.csv,raw,Ideology order used for all election analyses.,81,9,4605,5f8b6c9efb96530eea23f0f229d6460020b2b4fc464bdeca548090ebc7f0c3ec
raw/ideology_order_all_years_all_parties.csv,raw,Full all-party robustness order.,99,9,5506,4e6eb872794e91106aee2ae6187c5933479371bf31e0b5ab696bb9be4a6a41da
raw/inversion_decomposition.csv,raw,Exact-audited A_C/B_C decomposition for all observed inversions.,2,24,1212,6cf04ba1a03ef35776ee8bb36c237d98e4a37a45f8523886240a945bd01cb9d4
raw/inversion_district_contributions.csv,raw,State-level a_Cd and b_Cd contributions for all observed inversions.,54,18,15785,7c183e03000e286e2cc8099b2b36dabfd74376aa6126c161a7e01fe234f51887
raw/inversion_party_contributions.csv,raw,"Full party-level d_i, A_i, and B_i vectors for all observed inversions.",16,23,16144,88b2f5fd0d0894ae7f706faf791315cdf21f7c4b1c521720ce07a9ccf75dbaa1
raw/legacy_first_majority_sweeps.csv,raw,"Legacy first-seat-majority sweep diagnostic, not the main ideological result.",81,18,19036,1ec8dd2e3962fe1b1eb4e4b4ba70602febbc05f761cecf742d6479ad2b10193c
raw/minimal_connected_inversion_metrics.csv,raw,Julia-filtered minimal connected ideological inversions with full-precision and Julia-generated display metrics.,7,44,4070,2d75892aa8504b8439adb82f97d6f8ed48398fb1c3ac01198c76bc8ce2f973fb
raw/minimal_connected_inversion_metrics_all_parties.csv,raw,All-party robustness exact-connected results.,6,44,3660,207cca4cf1a1f1b1c7d1b4f89eeb162484c0f2a94c2206ffa32e2cf5025d64e8
raw/observed_cabinet_coalitions_2014.csv,raw,Observed cabinet-period coalition metrics for the 2014 election.,20,26,7873,c69c5fe02123b3e831f1974849965686c66c10b1dcb0687bc540ade20c893f61
raw/observed_cabinet_coalitions_2018.csv,raw,Observed cabinet-period coalition metrics for the 2018 election.,20,26,6954,41abeabc2723cde16149b3e08e843249031801f8cbd55fe90de80cb8f42b6ef0
raw/observed_cabinet_coalitions_2022.csv,raw,Observed cabinet-period coalition metrics for the 2022 election.,13,26,5666,ae29e55bda1b4eff437d066d17cb8dd24a2a594e50dd11efa3bd33825bfdd4c9
raw/observed_cabinet_duration_summary.csv,raw,Observed cabinet coverage and inversion duration summary.,3,14,467,ffac6f3fe977ab0b956a8cdf2c4fd1df1963a888ba5a7efa1de696fca922dcbf
