"path","artifact_type","description","rows","columns","bytes","sha256"
"raw/party_accounting_all_years.csv","raw","All-year national party A_i/B_i/d_i accounting output.",99,31,93164,"9fddc28ecc7d2f4a2e9e236cd7c12cb3b2bae3c618e7dfbe2238fea0bfa7ba38"
"raw/party_district_accounting_all_years.csv","raw","Complete explicit-zero party-by-district a_id/b_id accounting panel for all election years.",2673,38,1608549,"b496b486f58729996f0ec12e3e1b76c10dd1714d81b81a4204e0a47c6d6c73d1"
"tables/report/generated_interpretation_source.csv","table","Case-level source for procedurally generated substantive interpretation.",14,23,5528,"23e8558eaf8fb9943bccd13099027620321461ced2704db986ce577e8119dd89"
"tables/report/party_fragmentation_summary.csv","table","Effective electoral and parliamentary party counts from the exact national party panel.",3,5,403,"31fbaa1f8694713df15d92514d9b36d354e85dcde8e1eaf889c5ef88576b38a2"
"tables/report/party_size_cabinet_summary.csv","table","Party-size diagnostic: cabinet_size; descriptive accounting only.",8,10,1747,"45883f728364aca7d58ca03660b8022b7185f3453c7d285e9b87dfdb240ae325"
"tables/report/party_size_correlations.csv","table","Party-size diagnostic: correlations; descriptive accounting only.",4,7,707,"abf6bf466beee43fac59c4552e380d06fe4efd77a40c8a839250bb6688ca5332"
"tables/report/party_size_groups.csv","table","Party-size diagnostic: size_groups; descriptive accounting only.",16,13,3769,"0ee03a2722a0a6f09180698efcaac9b6a53f371433570129fb482be0729afbda"
"tables/report/table_all_inversion_decomposition.csv","table","Registry-derived coalition accounting decomposition table.",14,19,4822,"198a065f0d6c15d4b0dd92e6080395267fa43f07c2cf4378ad4ea78029bda932"
"tables/report/table_case_component_extremes.csv","table","Party and district positive/negative component extremes.",84,12,13517,"4a115a205b54733bceda2c3754a68f81e415d45b0040d99a8d47b50b75c06bfd"
"tables/report/table_case_district_vectors.csv","table","Complete district vectors for all inversion cases.",378,14,66814,"4d627cdfacf4bbee9668d2eb3d4723277efce87d43b3fcaa0985c4e249522c6c"
"tables/report/table_case_party_district_extremes.csv","table","Party-by-district positive/negative cell extremes.",42,13,7073,"49b3d1d773cb82a8eee7b4bb3574d8351ace2a5b220ed7ace4ea75b1250f525e"
"tables/report/table_case_party_vectors.csv","table","Complete member-party vectors for all inversion cases.",162,16,44157,"77a31710009bf1a716e5e4d6a25aee5bd6cbbafa417ac801d69156de448ba4e9"
"tables/report/table_district_weight_extremes.csv","table","Largest positive and negative district seat/valid-vote weight gaps.",18,10,2339,"e096cc2eed7df634dbd154179fd0b7c1dcd00e4cd0c0712c59780d0cb654f5db"
"tables/report/table_inversion_case_registry.csv","table","Compact cabinet and ideological inversion registry.",14,13,3906,"96d0bb04dbefaff53c890221e0b6dd023b611cb1bd01a0aa690b2d92726f6b78"
"tables/report/table_party_district_accounting_2014.csv","table","Complete 2014 party-by-district accounting panel.",864,38,526548,"f611dbfaa57a1ee89a96b7091c8b597393898263c09ad236c742a20d4febc5c6"
"tables/report/table_party_district_accounting_2018.csv","table","Complete 2018 party-by-district accounting panel.",945,38,577318,"590b0188c6f0b3e569688b380c14531bfee6694950119125de94151515804574"
"tables/report/table_party_district_accounting_2022.csv","table","Complete 2022 party-by-district accounting panel.",864,38,505869,"1064e884d50b732bbef1736c81e55563fb45567ade82bcc799ca31ff5a6eb287"
"tables/report/table_year_accounting_closure.csv","table","Election-year complete-panel and closure summary.",3,12,502,"45eb655495e2454b1ee5bcce93ff55a6dc71bd82b41ccebb0b29db4e3c46e56b"
