sensitivity_id,scenario_id,scenario_type,candidate,start_inclusive,end_exclusive,days,affected_historical_party,primary_state,alternative_state,primary_historical_party_set,alternative_historical_party_set,primary_election_party_set,alternative_election_party_set,primary_provisional_day,primary_provisional_person_ids,comparison_scope,unbounded_personal_uncertainty,inversion_classification_changes,primary_votes,primary_national_vote_total,primary_vote_share,primary_seats,primary_seat_share,primary_q_C,primary_d_C,primary_R_C,primary_A_C,primary_B_C,primary_inversion_status,alternative_votes,alternative_national_vote_total,alternative_vote_share,alternative_seats,alternative_seat_share,alternative_q_C,alternative_d_C,alternative_R_C,alternative_A_C,alternative_B_C,alternative_inversion_status
affiliation-C041-paulo-pedrosa-2016-10-25-2016-10-25@service-C041-paulo-pedrosa-2016-10-25,affiliation-C041-paulo-pedrosa-2016-10-25-2016-10-25@service-C041-paulo-pedrosa-2016-10-25/UNAFFILIATED,finite_affiliation,UNAFFILIATED,2016-10-25,2016-10-26,1,,UNKNOWN,UNAFFILIATED,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
affiliation-C041-paulo-pedrosa-2017-04-26-2017-04-26@service-C041-paulo-pedrosa-2017-04-26,affiliation-C041-paulo-pedrosa-2017-04-26-2017-04-26@service-C041-paulo-pedrosa-2017-04-26/PSDB,finite_affiliation,PSDB,2017-04-26,2017-04-27,1,PSDB,UNKNOWN,PSDB,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
affiliation-C041-paulo-pedrosa-2017-04-26-2017-04-26@service-C041-paulo-pedrosa-2017-04-26,affiliation-C041-paulo-pedrosa-2017-04-26-2017-04-26@service-C041-paulo-pedrosa-2017-04-26/UNAFFILIATED,finite_affiliation,UNAFFILIATED,2017-04-26,2017-04-27,1,,UNKNOWN,UNAFFILIATED,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
affiliation-C041-paulo-pedrosa-2017-08-02-2017-08-02@service-C041-paulo-pedrosa-2017-08-02,affiliation-C041-paulo-pedrosa-2017-08-02-2017-08-02@service-C041-paulo-pedrosa-2017-08-02/PSDB,finite_affiliation,PSDB,2017-08-02,2017-08-03,1,PSDB,UNKNOWN,PSDB,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,True,person-ivani-dos-santos,conditional on V5 no-additional-party assumptions,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
affiliation-C041-paulo-pedrosa-2017-08-02-2017-08-02@service-C041-paulo-pedrosa-2017-08-02,affiliation-C041-paulo-pedrosa-2017-08-02-2017-08-02@service-C041-paulo-pedrosa-2017-08-02/UNAFFILIATED,finite_affiliation,UNAFFILIATED,2017-08-02,2017-08-03,1,,UNKNOWN,UNAFFILIATED,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,True,person-ivani-dos-santos,conditional on V5 no-additional-party assumptions,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
affiliation-C041-paulo-pedrosa-2017-10-18-2017-10-18@service-C041-paulo-pedrosa-2017-10-18,affiliation-C041-paulo-pedrosa-2017-10-18-2017-10-18@service-C041-paulo-pedrosa-2017-10-18/PSDB,finite_affiliation,PSDB,2017-10-18,2017-10-20,2,PSDB,UNKNOWN,PSDB,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
affiliation-C041-paulo-pedrosa-2017-10-18-2017-10-18@service-C041-paulo-pedrosa-2017-10-18,affiliation-C041-paulo-pedrosa-2017-10-18-2017-10-18@service-C041-paulo-pedrosa-2017-10-18/PSDB,finite_affiliation,PSDB,2017-10-20,2017-10-26,6,PSDB,UNKNOWN,PSDB,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,True,person-ivani-dos-santos,conditional on V5 no-additional-party assumptions,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
affiliation-C041-paulo-pedrosa-2017-10-18-2017-10-18@service-C041-paulo-pedrosa-2017-10-18,affiliation-C041-paulo-pedrosa-2017-10-18-2017-10-18@service-C041-paulo-pedrosa-2017-10-18/UNAFFILIATED,finite_affiliation,UNAFFILIATED,2017-10-18,2017-10-20,2,,UNKNOWN,UNAFFILIATED,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
affiliation-C041-paulo-pedrosa-2017-10-18-2017-10-18@service-C041-paulo-pedrosa-2017-10-18,affiliation-C041-paulo-pedrosa-2017-10-18-2017-10-18@service-C041-paulo-pedrosa-2017-10-18/UNAFFILIATED,finite_affiliation,UNAFFILIATED,2017-10-20,2017-10-26,6,,UNKNOWN,UNAFFILIATED,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,True,person-ivani-dos-santos,conditional on V5 no-additional-party assumptions,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
affiliation-C041-paulo-pedrosa-2018-04-06-2018-04-06@service-C041-paulo-pedrosa-2018-04-06,affiliation-C041-paulo-pedrosa-2018-04-06-2018-04-06@service-C041-paulo-pedrosa-2018-04-06/PSDB,finite_affiliation,PSDB,2018-04-06,2018-04-10,4,PSDB,UNKNOWN,PSDB,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,PMDB;PP;PRB;PSD;PSDB;PTB;PV,PMDB;PP;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,44621889,97355354,0.4583403702686963,247,0.48148148148148145,235.12860994784117,11.871390052158816,1.0504889220192823,14.319579123634586,-2.4481890714757704,False,44621889,97355354,0.4583403702686963,247,0.48148148148148145,235.12860994784117,11.871390052158816,1.0504889220192823,14.319579123634586,-2.4481890714757704,False
affiliation-C041-paulo-pedrosa-2018-04-06-2018-04-06@service-C041-paulo-pedrosa-2018-04-06,affiliation-C041-paulo-pedrosa-2018-04-06-2018-04-06@service-C041-paulo-pedrosa-2018-04-06/UNAFFILIATED,finite_affiliation,UNAFFILIATED,2018-04-06,2018-04-10,4,,UNKNOWN,UNAFFILIATED,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,PMDB;PP;PRB;PSD;PSDB;PTB;PV,PMDB;PP;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,44621889,97355354,0.4583403702686963,247,0.48148148148148145,235.12860994784117,11.871390052158816,1.0504889220192823,14.319579123634586,-2.4481890714757704,False,44621889,97355354,0.4583403702686963,247,0.48148148148148145,235.12860994784117,11.871390052158816,1.0504889220192823,14.319579123634586,-2.4481890714757704,False
affiliation-C044-helder-melillo-lopes-cunha-silva-2022-12-30@service-C044-helder-melillo-lopes-cunha-silva,affiliation-C044-helder-melillo-lopes-cunha-silva-2022-12-30@service-C044-helder-melillo-lopes-cunha-silva/UNAFFILIATED,finite_affiliation,UNAFFILIATED,2022-12-30,2023-01-01,2,NOVO,NOVO,UNAFFILIATED,NOVO;PSD;REPUBLICANOS;UNIAO,PSD;REPUBLICANOS;UNIAO,DEM;NOVO;PRB;PSD;PSL,DEM;PRB;PSD;PSL,True,person-561613fe4a6e;person-jonathas-assuncao-salvador-nery-de-castro,conditional on V5 no-additional-party assumptions,False,False,29497782,98264190,0.30018852239050664,153,0.2982456140350877,153.99671198632993,-0.9967119863299133,0.993527706056358,5.916863899126858,-6.913575885456771,False,26749703,98264190,0.2722222917626452,145,0.2826510721247563,139.65003567423696,5.349964325763027,1.0383097956254228,10.799143630704165,-5.449179304941137,False
affiliation-C053-alberto-alves@service-C053-person-9cf6aaca0bc9,affiliation-C053-alberto-alves@service-C053-person-9cf6aaca0bc9/MDB,finite_affiliation,MDB,2018-04-06,2018-04-10,4,MDB,UNAFFILIATED,MDB,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,PMDB;PP;PRB;PSD;PSDB;PTB;PV,PMDB;PP;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,44621889,97355354,0.4583403702686963,247,0.48148148148148145,235.12860994784117,11.871390052158816,1.0504889220192823,14.319579123634586,-2.4481890714757704,False,44621889,97355354,0.4583403702686963,247,0.48148148148148145,235.12860994784117,11.871390052158816,1.0504889220192823,14.319579123634586,-2.4481890714757704,False
affiliation-C074-carlos-henrique-sobral-2023@service-C073-vacancy-0,affiliation-C074-carlos-henrique-sobral-2023@service-C073-vacancy-0/UNAFFILIATED,finite_affiliation,UNAFFILIATED,2023-11-30,2023-12-04,4,MDB,MDB,UNAFFILIATED,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,False,,concrete released alternative,False,False,69793935,109413508,0.6378913927154223,350,0.682261208576998,327.23828446301167,22.76171553698836,1.0695570066758529,17.64430125426816,5.1174142827201985,False,69793935,109413508,0.6378913927154223,350,0.682261208576998,327.23828446301167,22.76171553698836,1.0695570066758529,17.64430125426816,5.1174142827201985,False
affiliation-C074-carlos-henrique-sobral-2023@service-C073-vacancy-3,affiliation-C074-carlos-henrique-sobral-2023@service-C073-vacancy-3/UNAFFILIATED,finite_affiliation,UNAFFILIATED,2025-02-01,2025-02-03,2,MDB,MDB,UNAFFILIATED,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,False,,concrete released alternative,False,False,69793935,109413508,0.6378913927154223,350,0.682261208576998,327.23828446301167,22.76171553698836,1.0695570066758529,17.64430125426816,5.1174142827201985,False,69793935,109413508,0.6378913927154223,350,0.682261208576998,327.23828446301167,22.76171553698836,1.0695570066758529,17.64430125426816,5.1174142827201985,False
affiliation-b5e73dd9d2f3@service-dilma_rousseff-1-32,affiliation-b5e73dd9d2f3@service-dilma_rousseff-1-32/UNAFFILIATED,finite_affiliation,UNAFFILIATED,2016-04-14,2016-04-19,5,PT,PT,UNAFFILIATED,MDB;PCdoB;PDT;PL;PSD;PT;PTB,MDB;PCdoB;PDT;PL;PSD;PT;PTB,PCdoB;PDT;PMDB;PR;PSD;PT;PTB,PCdoB;PDT;PMDB;PR;PSD;PT;PTB,False,,concrete released alternative,False,False,45305141,97355354,0.4653584948188879,259,0.5048732943469786,238.7289078420895,20.271092157910495,1.0849125995722273,15.742022264747815,4.529069893162678,True,45305141,97355354,0.4653584948188879,259,0.5048732943469786,238.7289078420895,20.271092157910495,1.0849125995722273,15.742022264747815,4.529069893162678,True
environment-2018-succession,environment-2018-succession/2018-04-07,joint_service_date,2018-04-07,2018-04-06,2018-04-07,1,,joint succession on 2018-04-06,joint succession on 2018-04-07,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,PMDB;PP;PRB;PSD;PSDB;PTB;PV,PMDB;PP;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,44621889,97355354,0.4583403702686963,247,0.48148148148148145,235.12860994784117,11.871390052158816,1.0504889220192823,14.319579123634586,-2.4481890714757704,False,44621889,97355354,0.4583403702686963,247,0.48148148148148145,235.12860994784117,11.871390052158816,1.0504889220192823,14.319579123634586,-2.4481890714757704,False
justice-2026-entry,justice-2026-entry/2026-01-13,joint_service_date,2026-01-13,2026-01-13,2026-01-15,2,,joint succession on 2026-01-15,joint succession on 2026-01-13,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS,False,,concrete released alternative,False,False,59578502,109413508,0.544526019584346,291,0.5672514619883041,279.3418480467695,11.658151953230492,1.0417343553597405,8.287638936476451,3.3705130167540402,False,59578502,109413508,0.544526019584346,291,0.5672514619883041,279.3418480467695,11.658151953230492,1.0417343553597405,8.287638936476451,3.3705130167540402,False
